case_history_id,project_type_family,project_type_label,proposed_action,intensity_direction,urban_form_orientation,proposal_language_tone,housing_units,summary,evidence,confidence,alternative_type
bza-bseed-slu2022-00181-f4fb048e7f,retail_or_personal_service,firearms dealership,change_of_use,adds_homes_or_activity,mixed_or_neutral,neutral,,Appeal of a decision approving the establishment of a firearms dealership in an existing building.,"['establish a Firearms Dealership in an existing 28,000 square foot building']",high,
bza-bseed-slu2023-00014-community-appeal-8b680b85f6,cannabis_or_controlled_use,marijuana retail and consumption establishment,change_of_use,adds_homes_or_activity,mixed_or_neutral,neutral,,Appeal of a decision approving the establishment of a marijuana retail and consumption facility in an existing building.,"['Establish a Marijuana Retail/Provisioning Facility (MRPF) and Designated Marijuana Consumption Establishment (DMCE)', 'in an existing 1,500 square foot building']",high,retail_or_personal_service
bza-bseed-slu2023-00053-66b77370f6,housing,townhouses,new_construction,adds_homes_or_activity,pedestrian_or_transit_supportive,neutral,20.0,"Construct four three-story, five-unit townhouse buildings on vacant land.","['Construct four separate three-story, five-unit Townhouse buildings', 'existing vacant land']",high,
bza-bseed-slu2023-00093-1af72b8cea,mixed_use,mixed-use building with apartments and office space,change_of_use,adds_homes_or_activity,pedestrian_or_transit_supportive,neutral,49.0,The appellant is appealing the approval of a project to renovate a vacant building into 49 apartments and ground-floor office space.,"['renovate a vacant 41,040 square foot building', 'establish a 49 unit multi-family residential dwelling', 'ground level commercial office space']",high,
bza-bseed-slu2024-00043-35e34d484b,cannabis_or_controlled_use,marijuana facility,change_of_use,adds_homes_or_activity,industrial_or_freight_oriented,neutral,,Appeal of BSEED approval to establish a marijuana provisioning and processing facility in an industrial district.,['establish a MRPF and MPF in an M2 Restricted Industrial District'],medium,industrial_or_logistics
bza-bseed-slu2024-00062-b94c40c39e,other,cell tower,new_construction,adds_homes_or_activity,mixed_or_neutral,neutral,,Appeal of BSEED approval to construct a 75-foot monopole antenna tower on an existing business site.,['construct a 75 foot tower to add a Monopole Antenna on the site of an existing business'],high,
bza-bseed-slu2024-00101-0b090eb0d2,cannabis_or_controlled_use,marijuana processor facility,change_of_use,adds_homes_or_activity,industrial_or_freight_oriented,neutral,,"Establish a marijuana processor facility in an existing 1,140 square foot building.","['Establish a Marijuana Processor Facility (MPF) in an existing 1,140 square foot building']",high,industrial_or_logistics
bza-bseed-slu2024-0060-b144f712f9,parking_only,accessory parking lot,new_construction,adds_homes_or_activity,automobile_oriented,neutral,,Appeal of BSEED approval to develop a 37-space accessory parking lot to serve a nearby church.,['develop a 37-space off-street accessory parking lot to serve the Macedonia Baptist Church'],high,religious
bza-bseedslu2023-00014-500488c05f,cannabis_or_controlled_use,cannabis dispensary and consumption lounge,change_of_use,adds_homes_or_activity,mixed_or_neutral,neutral,,Appeal regarding the approval to establish a marijuana retail facility and consumption establishment in an existing building.,"['Establish a Marijuana Retail/Provisioning Facility (MRPF) and Designated Marijuana Consumption Establishment (DMCE)', 'in an existing 1,500 square foot building']",high,retail_or_personal_service
bza-bseedslu2023-00014-community-appeal-f0d68c60e5,cannabis_or_controlled_use,marijuana retail and consumption facility,change_of_use,adds_homes_or_activity,mixed_or_neutral,neutral,,"Establish a marijuana retail and consumption facility in an existing 1,500 square foot building.","['Establish a Marijuana Retail/Provisioning Facility', 'Designated Marijuana Consumption Establishment']",high,
bza-bssed-slu2021-00023-spr2021-00009-cb7a323150,office_or_medical,mental health and substance abuse treatment facility,change_of_use,adds_homes_or_activity,mixed_or_neutral,neutral,,Establishment of a mental health and substance abuse treatment facility in an existing building with an accessory parking lot on adjacent vacant land.,"['establishment of a Mental Health Facility with accessory Substance Abuse Treatment Facility', 'in an existing approximately 20,000 square foot building']",high,institutional_or_civic
bza-bza-slu2024-00172-c17cdfcf89,vehicle_oriented,gas station and drive-through restaurant,site_or_building_alteration,maintains_existing_activity,automobile_oriented,neutral,,Partially demolish an existing building to establish a motor vehicle filling station with a drive-through restaurant.,"['partially demolish an existing 10,848 square foot building', 'establish a Motor Vehicle Filling Station that will include a 969 square foot restaurant, carry-out with drive up or drive thru facilities']",high,food_or_beverage
bza-bza2025-00044-8af9060833,vehicle_oriented,gas station,site_or_building_alteration,maintains_existing_activity,automobile_oriented,neutral,,"Demolish existing structures to build a new 2,640-square-foot principal building and replace gas pump islands at an existing gas station.","['demolish the existing structure(s) for new development', 'replacement of the existing (6) gas pump islands with (4) new gas pump islands']",high,retail_or_personal_service
bza-bza2025-00045-d453f7d2bf,parking_only,accessory parking lot,new_construction,adds_homes_or_activity,automobile_oriented,neutral,,Develop an accessory parking lot on vacant land to serve an existing nearby business.,"['Develop an Accessory Parking Lot on existing vacant land', 'serve an existing business']",high,
bza-bza2025-00048-3d30f83bb6,housing,townhouses,new_construction,adds_homes_or_activity,pedestrian_or_transit_supportive,neutral,25.0,Construct five townhouse structures containing a total of 25 dwelling units on a vacant site.,"['construction of five separate townhouse structures', 'contained a total of 25 dwelling units', 'vacant site']",high,
bza-bza2025-00049-131db941ce,industrial_or_logistics,scrap tire storage and recycling facility,change_of_use,adds_homes_or_activity,industrial_or_freight_oriented,neutral,,"Establish a scrap tire storage, processing, or recycling facility.","['Establishment of a Scrap Tire Storage, Processing, or Recycling Facility']",high,
bza-bza2026-00009-e187ef5c5d,housing,single-family dwelling addition,expansion,adds_homes_or_activity,mixed_or_neutral,neutral,,Construct a 720-square-foot front addition to an existing single-family dwelling.,"['construction of a 720 square foot front addition', 'existing single family dwelling']",high,
bza-bza2026-00051-ccc5f5dbb5,vehicle_oriented,auto repair and oil change,expansion,adds_homes_or_activity,automobile_oriented,neutral,,Construct a 729-square-foot addition to expand an existing minor auto repair and oil change business.,"['expand a nonconforming minor auto repair', 'adding a 729 square foot addition', 'existing auto related oil change business']",high,
bza-slu2020-00137-2c185677d8,retail_or_personal_service,group day care,unclear,unclear_or_not_applicable,unclear_or_not_applicable,neutral,,Appeal regarding a group day care facility.,['Group Day Care'],medium,institutional_or_civic
bza-slu2021-00023-547efa3864,office_or_medical,mental health and substance abuse treatment facility,change_of_use,adds_homes_or_activity,mixed_or_neutral,adverse,,"Neighbors appeal the approval of a mental health and substance abuse treatment facility in an existing building, claiming special damages.","['establishment of a Mental Health Facility with accessory Substance Abuse Treatment Facility', 'suffered special damages', 'harm or damages that are unique']",high,institutional_or_civic
